"date","email_type","send_size_delivered","opens","clicks","open_rate","click_rate","cto_rate","number_companies","investments_1_day","investments_7_day","volume_1_day","volume_7_day","avg_investment_1_day","x1_day_volume_sends","investments_1_day_open","month","weekday"
2022-01-25,"500k email",34483,12645,245,0.3667,0.0071,0.0194,1,9,9,3900,3900,"433.33",0.11,0.71,"Jan","Tue"
2022-01-26,"500k email",45994,13340,466,0.29,0.0101,0.0349,1,40,51,32275,44825,"806.88",0.7,3,"Jan","Wed"
2022-01-26,"500k email",45753,13287,491,0.2904,0.0107,0.037,1,23,36,19050,25770,"828.26",0.42,1.73,"Jan","Wed"
2022-01-27,"Weekly Newsletter",451261,73141,2065,0.1621,0.0046,0.0282,8,9,17,9740,14240,"1082.22",0.02,0.12,"Jan","Thu"
2022-01-27,"Weekly Newsletter",33719,10159,245,0.3013,0.0073,0.0241,6,2,4,600,1700,"300.0",0.02,0.2,"Jan","Thu"
2022-01-27,"Weekly Newsletter",42046,11999,323,0.2854,0.0077,0.0269,8,10,20,5470,10881,"547.0",0.13,0.83,"Jan","Thu"
2022-01-27,"Weekly Newsletter",41640,12183,264,0.2926,0.0063,0.0217,8,10,21,10094,21819,"1009.4",0.24,0.82,"Jan","Thu"
2022-01-27,"Weekly Newsletter",63831,18805,426,0.2946,0.0067,0.0227,8,13,19,2955,7405,"227.31",0.05,0.69,"Jan","Thu"
2022-01-27,"Weekly Newsletter",56090,18251,373,0.3254,0.0067,0.0204,5,11,14,5250,5551,"477.27",0.09,0.6,"Jan","Thu"
2022-01-28,"Themed Newsletter",443981,82304,2245,0.1854,0.0051,0.0273,4,14,17,5300,12800,"378.57",0.01,0.17,"Jan","Fri"
2022-01-31,"250k email",59037,20090,522,0.3403,0.0088,0.026,1,21,23,10361,11111,"493.38",0.18,1.05,"Jan","Mon"
2022-02-01,"Themed Newsletter",39787,12307,242,0.3093,0.0061,0.0197,0,0,0,0,0,"$NaN",0,0,"Feb","Tue"
2022-02-01,"250k email",23322,9020,583,0.3868,0.025,0.0646,1,36,45,22869,29144,"635.25",0.98,3.99,"Feb","Tue"
2022-02-01,"250k email",22919,8665,598,0.3781,0.0261,0.069,1,61,73,40673,46914,"666.77",1.77,7.04,"Feb","Tue"
2022-02-03,"Weekly Newsletter",55724,21641,1101,0.3884,0.0198,0.0509,16,82,127,76824,107334,"936.88",1.38,3.79,"Feb","Thu"
2022-02-03,"Weekly Newsletter",105960,37714,1480,0.3559,0.014,0.0392,16,65,125,71142,123498,"1094.49",0.67,1.72,"Feb","Thu"
2022-02-03,"Weekly Newsletter",456110,86827,2418,0.1904,0.0053,0.0278,21,15,25,7000,16350,"466.67",0.02,0.17,"Feb","Thu"
2022-02-03,"Weekly Newsletter",70268,20375,790,0.29,0.0112,0.0388,16,25,43,14653,32802,"586.12",0.21,1.23,"Feb","Thu"
2022-02-04,"Themed Newsletter",181417,40099,1108,0.221,0.0061,0.0276,10,51,77,12554,27124,"246.16",0.07,1.27,"Feb","Fri"
2022-02-04,"Themed Newsletter",181189,39418,1161,0.2176,0.0064,0.0295,10,29,53,14980,22070,"516.55",0.08,0.74,"Feb","Fri"
2022-02-04,"Themed Newsletter",180829,39982,1122,0.2211,0.0062,0.0281,10,38,64,12904,26686,"339.58",0.07,0.95,"Feb","Fri"
2022-02-07,"250k email",38282,12750,343,0.3331,0.009,0.0269,1,5,6,3500,3750,"700.0",0.09,0.39,"Feb","Mon"
2022-02-07,"250k email",38494,12362,226,0.3211,0.0059,0.0183,1,4,6,2200,12450,"550.0",0.06,0.32,"Feb","Mon"
2022-02-08,"500k email",34989,9337,243,0.2669,0.0069,0.026,1,14,16,3250,3450,"232.14",0.09,1.5,"Feb","Tue"
2022-02-08,"500k email",35193,11550,332,0.3282,0.0094,0.0287,1,15,15,4650,4650,"310.0",0.13,1.3,"Feb","Tue"
2022-02-09,"250k email",19736,5764,119,0.2921,0.006,0.0206,1,4,4,950,950,"237.5",0.05,0.69,"Feb","Wed"
2022-02-09,"250k email",19576,6698,157,0.3422,0.008,0.0234,1,4,6,2700,2908,"675.0",0.14,0.6,"Feb","Wed"
2022-02-10,"Weekly Newsletter",110262,40323,861,0.3657,0.0078,0.0214,24,62,128,51400,118621,"829.03",0.47,1.54,"Feb","Thu"
2022-02-10,"Weekly Newsletter",91660,27211,963,0.2969,0.0105,0.0354,26,115,205,72849,164779,"633.47",0.79,4.23,"Feb","Thu"
2022-02-10,"Weekly Newsletter",15605,5056,218,0.324,0.014,0.0431,24,39,61,37624,76644,"964.72",2.41,7.71,"Feb","Thu"
2022-02-10,"Weekly Newsletter",15585,5013,208,0.3217,0.0133,0.0415,24,26,66,11420,55042,"439.23",0.73,5.19,"Feb","Thu"
2022-02-10,"Weekly Newsletter",456895,71096,2082,0.1556,0.0046,0.0293,26,11,29,4997,220313,"454.27",0.01,0.15,"Feb","Thu"
2022-02-11,"Other",40607,16026,416,0.3947,0.0102,0.026,4,2,3,200,450,"100.0",0,0.12,"Feb","Fri"
2022-02-14,"Themed Newsletter",513925,106603,2456,0.2074,0.0048,0.023,6,3,25,1450,9758,"483.33",0,0.03,"Feb","Mon"
2022-02-15,"Other",957,448,21,0.4681,0.0219,0.0469,0,0,0,0,0,"$NaN",0,0,"Feb","Tue"
2022-02-15,"Other",963,398,17,0.4133,0.0177,0.0427,0,0,0,0,0,"$NaN",0,0,"Feb","Tue"
2022-02-15,"250k email",50053,18986,475,0.3793,0.0095,0.025,1,16,19,4300,7500,"268.75",0.09,0.84,"Feb","Tue"
2022-02-16,"250k email",95054,25139,1203,0.2645,0.0127,0.0479,1,23,31,20345,25895,"884.57",0.21,0.91,"Feb","Wed"
2022-02-16,"250k email",32937,10988,349,0.3336,0.0106,0.0318,1,11,14,20516,24526,"1865.09",0.62,1,"Feb","Wed"
2022-02-17,"Weekly Newsletter",455684,89529,2594,0.1965,0.0057,0.029,27,8,19,3516,14316,"439.5",0.01,0.09,"Feb","Thu"
2022-02-17,"Weekly Newsletter",40833,14696,681,0.3599,0.0167,0.0463,23,46,109,54211,106677,"1178.5",1.33,3.13,"Feb","Thu"
2022-02-17,"Weekly Newsletter",120283,42917,920,0.3568,0.0076,0.0214,24,36,121,24749,122067,"687.47",0.21,0.84,"Feb","Thu"
2022-02-17,"Weekly Newsletter",77109,24972,744,0.3239,0.0096,0.0298,26,43,104,29750,78101,"691.86",0.39,1.72,"Feb","Thu"
2022-02-18,"250k email",32046,9842,216,0.3071,0.0067,0.0219,1,11,14,3500,3900,"318.18",0.11,1.12,"Feb","Fri"
2022-02-18,"250k email",31696,9762,192,0.308,0.0061,0.0197,1,9,9,7450,7450,"827.78",0.24,0.92,"Feb","Fri"
2022-02-21,"500k email",68336,23877,654,0.3494,0.0096,0.0274,1,73,98,44522,108292,"609.89",0.65,3.06,"Feb","Mon"
2022-02-22,"250k email",38632,14133,413,0.3658,0.0107,0.0292,1,22,24,6150,6750,"279.55",0.16,1.56,"Feb","Tue"
2022-02-22,"250k email",38911,14486,395,0.3723,0.0102,0.0273,1,23,26,15400,16200,"669.57",0.4,1.59,"Feb","Tue"
2022-02-23,"250k email",33228,12683,307,0.3817,0.0092,0.0242,1,21,27,9851,11801,"469.1",0.3,1.66,"Feb","Wed"
2022-02-23,"250k email",33347,12228,335,0.3667,0.01,0.0274,1,22,31,17400,22350,"790.91",0.52,1.8,"Feb","Wed"
2022-02-24,"Weekly Newsletter",141791,53159,1697,0.3749,0.012,0.0319,29,97,229,125778,223754,"1296.68",0.89,1.82,"Feb","Thu"
2022-02-24,"Weekly Newsletter",464754,90948,2533,0.1957,0.0055,0.0279,29,17,36,6100,20190,"358.82",0.01,0.19,"Feb","Thu"
2022-02-24,"Weekly Newsletter",95496,31733,1045,0.3323,0.0109,0.0329,29,67,148,37235,105426,"555.75",0.39,2.11,"Feb","Thu"
2022-02-25,"Themed Newsletter",487853,74255,1806,0.1522,0.0037,0.0243,3,6,10,850,1353,"141.67",0,0.08,"Feb","Fri"
2022-02-28,"Themed Newsletter",532294,89455,2220,0.1681,0.0042,0.0248,4,12,18,10900,21000,"908.33",0.02,0.13,"Feb","Mon"
2022-03-01,"Themed Newsletter",50085,12372,355,0.247,0.0071,0.0287,0,0,0,0,0,"$NaN",0,0,"Mar","Tue"
2022-03-01,"Weekly Newsletter",28695,10319,194,0.3596,0.0068,0.0188,1,12,14,6050,6800,"504.17",0.21,1.16,"Mar","Tue"
2022-03-01,"Weekly Newsletter",28745,10168,183,0.3537,0.0064,0.018,1,7,9,2810,4210,"401.43",0.1,0.69,"Mar","Tue"
2022-03-01,"Other",50085,12372,355,0.247,0.0071,0.0287,0,0,0,0,0,"$NaN",0,0,"Mar","Tue"
2022-03-03,"Weekly Newsletter",179981,39631,976,0.2202,0.0054,0.0246,21,31,55,15705,28958,"506.61",0.09,0.78,"Mar","Thu"
2022-03-03,"Weekly Newsletter",537999,125048,3228,0.2324,0.006,0.0258,21,90,147,83291,148796,"925.46",0.15,0.72,"Mar","Thu"
2022-03-04,"250k email",46023,14258,393,0.3098,0.0085,0.0276,1,37,42,13930,14980,"376.49",0.3,2.6,"Mar","Fri"
2022-03-07,"500k email",38242,14164,519,0.3704,0.0136,0.0366,1,51,66,33475,39626,"656.37",0.88,3.6,"Mar","Mon"
2022-03-07,"500k email",38063,14008,542,0.368,0.0142,0.0387,1,49,69,20185,31295,"411.94",0.53,3.5,"Mar","Mon"
2022-03-08,"500k email",80289,29867,732,0.372,0.0091,0.0245,1,76,97,45500,60162,"598.68",0.57,2.54,"Mar","Tue"
2022-03-09,"500k email",59387,17997,366,0.303,0.0062,0.0203,1,28,38,11459,17459,"409.25",0.19,1.56,"Mar","Wed"
2022-03-10,"Weekly Newsletter",248832,37113,963,0.1491,0.0039,0.0259,23,1,6,250,3155,"250.0",0,0.03,"Mar","Thu"
2022-03-10,"Weekly Newsletter",248372,37437,1181,0.1507,0.0048,0.0315,23,5,12,2200,5450,"440.0",0.01,0.13,"Mar","Thu"
2022-03-10,"Weekly Newsletter",144949,46561,1871,0.3212,0.0129,0.0402,23,105,188,93079,153703,"886.47",0.64,2.26,"Mar","Thu"
2022-03-10,"Weekly Newsletter",88235,27794,714,0.315,0.0081,0.0257,23,50,100,26655,65365,"533.1",0.3,1.8,"Mar","Thu"
2022-03-11,"Themed Newsletter",514963,77955,1943,0.1514,0.0038,0.0249,10,8,19,3100,10300,"387.5",0.01,0.1,"Mar","Fri"
2022-03-14,"500k email",80524,29332,493,0.3643,0.0061,0.0168,1,33,51,22645,34715,"686.21",0.28,1.13,"Mar","Mon"
2022-03-15,"250k email",72653,23182,483,0.3191,0.0066,0.0208,3,31,37,13950,21800,"450.0",0.19,1.34,"Mar","Tue"
2022-03-16,"250k email",80711,21409,536,0.2653,0.0066,0.025,2,33,36,37836,38386,"1146.55",0.47,1.54,"Mar","Wed"
2022-03-16,"Weekly Newsletter",346551,99914,5163,0.2883,0.0149,0.0517,26,205,367,144417,286604,"704.47",0.42,2.05,"Mar","Wed"
2022-03-17,"Other",346551,99914,5163,0.2883,0.0149,0.0517,26,205,367,144417,286604,"704.47",0.42,2.05,"Mar","Thu"
2022-03-17,"Weekly Newsletter",556043,93935,2072,0.1689,0.0037,0.0221,26,7,15,4150,9523,"592.86",0.01,0.07,"Mar","Thu"
2022-03-17,"Weekly Newsletter",186021,56563,1156,0.3041,0.0062,0.0204,26,93,185,46968,122305,"505.03",0.25,1.64,"Mar","Thu"
2022-03-21,"500k email",51900,16060,321,0.3094,0.0062,0.02,1,9,9,3255,3255,"361.67",0.06,0.56,"Mar","Mon"
2022-03-22,"250k email",50393,16717,339,0.3317,0.0067,0.0203,1,11,12,4401,4651,"400.09",0.09,0.66,"Mar","Tue"
2022-03-23,"250k email",84910,33162,546,0.3906,0.0064,0.0165,2,2,6,2000,3800,"1000.0",0.02,0.06,"Mar","Wed"
2022-03-23,"250k email",35238,9739,525,0.2764,0.0149,0.0539,1,42,70,48746,70177,"1160.62",1.38,4.31,"Mar","Wed"
2022-03-24,"Weekly Newsletter",728648,176956,5118,0.2429,0.007,0.0289,26,218,586,166651,494705,"764.45",0.23,1.23,"Mar","Thu"
2022-03-25,"Themed Newsletter",510170,91697,2048,0.1797,0.004,0.0223,7,12,40,21277,45487,"1773.08",0.04,0.13,"Mar","Fri"
2022-03-28,"500k email",22244,9063,90,0.4074,0.004,0.0099,1,6,11,7250,14750,"1208.33",0.33,0.66,"Mar","Mon"
2022-03-28,"500k email",22263,8042,100,0.3612,0.0045,0.0124,1,1,2,250,2750,"250.0",0.01,0.12,"Mar","Mon"
2022-03-29,"500k email",85314,26950,522,0.3159,0.0061,0.0194,1,68,112,39965,70488,"587.72",0.47,2.52,"Mar","Tue"
2022-03-29,"500k email",49201,17480,387,0.3553,0.0079,0.0221,1,32,37,20475,22075,"639.84",0.42,1.83,"Mar","Tue"
2022-03-29,"500k email",49270,14469,289,0.2937,0.0059,0.02,1,37,38,19375,19625,"523.65",0.39,2.56,"Mar","Tue"
2022-03-29,"Themed Newsletter",41095,10635,183,0.2588,0.0045,0.0172,0,0,0,0,0,"$NaN",0,0,"Mar","Tue"
2022-03-30,"Other",46115,17216,756,0.3733,0.0164,0.0439,0,0,0,0,0,"$NaN",0,0,"Mar","Wed"
2022-03-30,"Other",772199,229026,4784,0.2966,0.0062,0.0209,0,0,0,0,0,"$NaN",0,0,"Mar","Wed"
2022-03-31,"Weekly Newsletter",736464,182671,3935,0.248,0.0053,0.0215,22,211,572,171484,590031,"812.72",0.23,1.16,"Mar","Thu"
2022-04-01,"Themed Newsletter",471625,71307,1332,0.1512,0.0028,0.0187,0,0,0,0,0,"$NaN",0,0,"Apr","Fri"
2022-04-02,"Other",59037,20090,522,0.3403,0.0088,0.026,0,0,0,0,0,"$NaN",0,0,"Apr","Sat"
2022-04-04,"250k email",89653,34875,715,0.389,0.008,0.0205,2,6,7,2750,3000,"458.33",0.03,0.17,"Apr","Mon"
2022-04-05,"Other",124013,35803,1222,0.2887,0.0099,0.0341,0,0,0,0,0,"$NaN",0,0,"Apr","Tue"
2022-04-06,"250k email",48613,21658,564,0.4455,0.0116,0.026,1,83,98,75656,84924,"911.52",1.56,3.83,"Apr","Wed"
2022-04-06,"250k email",38888,15176,442,0.3902,0.0114,0.0291,1,47,69,26239,41989,"558.28",0.67,3.1,"Apr","Wed"
2022-04-07,"Weekly Newsletter",758219,194471,6499,0.2565,0.0086,0.0334,19,411,681,298403,491766,"726.04",0.39,2.11,"Apr","Thu"
2022-04-08,"250k email",44154,18006,313,0.4078,0.0071,0.0174,1,8,9,3200,3450,"400.0",0.07,0.44,"Apr","Fri"
2022-04-11,"250k email",41982,18249,518,0.4347,0.0123,0.0284,1,22,43,22401,49251,"1018.23",0.53,1.21,"Apr","Mon"
2022-04-11,"500k email",47590,18245,648,0.3834,0.0136,0.0355,1,73,92,29906,37516,"409.67",0.63,4,"Apr","Mon"
2022-04-13,"250k email",75797,24300,557,0.3206,0.0073,0.0229,1,29,37,11702,14772,"403.52",0.15,1.19,"Apr","Wed"
2022-04-13,"250k email",60412,18730,258,0.31,0.0043,0.0138,1,16,19,3310,3964,"206.88",0.05,0.85,"Apr","Wed"
2022-04-13,"500k email",29514,11629,190,0.394,0.0064,0.0163,1,7,9,1500,2600,"214.29",0.05,0.6,"Apr","Wed"
2022-04-14,"Weekly Newsletter",383446,95318,2389,0.2486,0.0062,0.0251,27,135,250,206362,372643,"1528.61",0.54,1.42,"Apr","Thu"
2022-04-14,"Weekly Newsletter",383981,96101,2954,0.2503,0.0077,0.0307,27,167,266,136699,224115,"818.56",0.36,1.74,"Apr","Thu"
2022-04-15,"Themed Newsletter",530554,104986,2414,0.1979,0.0045,0.023,9,50,65,21850,27972,"437.0",0.04,0.48,"Apr","Fri"
2022-04-18,"500k email",52108,21102,1146,0.405,0.022,0.0543,1,32,35,37170,37920,"1161.56",0.71,1.52,"Apr","Mon"
2022-04-18,"250k email",50056,22130,1076,0.4421,0.0215,0.0486,1,26,42,9557,17782,"367.58",0.19,1.17,"Apr","Mon"
2022-04-19,"500k email",56820,22540,1389,0.3967,0.0244,0.0616,1,23,31,48150,54501,"2093.48",0.85,1.02,"Apr","Tue"
2022-04-19,"500k email",35255,16307,983,0.4625,0.0279,0.0603,1,9,9,7500,7500,"833.33",0.21,0.55,"Apr","Tue"
2022-04-20,"500k email",55611,25567,1545,0.4597,0.0278,0.0604,1,26,36,13620,17370,"523.85",0.24,1.02,"Apr","Wed"
2022-04-20,"500k email",43915,20308,954,0.4624,0.0217,0.047,1,11,13,3550,4050,"322.73",0.08,0.54,"Apr","Wed"
2022-04-21,"Weekly Newsletter",390064,91724,1999,0.2352,0.0051,0.0218,26,105,325,368739,522381,"3511.8",0.95,1.14,"Apr","Thu"
2022-04-21,"Weekly Newsletter",389380,94649,2103,0.2431,0.0054,0.0222,26,120,336,87457,447453,"728.81",0.22,1.27,"Apr","Thu"
2022-04-22,"Themed Newsletter",620369,133871,3196,0.2158,0.0052,0.0239,12,172,408,109117,290683,"634.4",0.18,1.28,"Apr","Fri"
2022-04-25,"500k email",67041,31140,1633,0.4645,0.0244,0.0524,1,71,171,21380,75980,"301.13",0.32,2.28,"Apr","Mon"
2022-04-25,"500k email",52668,23655,1223,0.4491,0.0232,0.0517,1,47,69,24670,38163,"524.89",0.47,1.99,"Apr","Mon"
2022-04-26,"500k email",67041,31195,1641,0.4653,0.0245,0.0526,1,71,171,21380,75980,"301.13",0.32,2.28,"Apr","Tue"
2022-04-26,"500k email",36572,12700,260,0.3473,0.0071,0.0205,1,31,33,14306,19406,"461.48",0.39,2.44,"Apr","Tue"
2022-04-26,"500k email",39937,13686,348,0.3427,0.0087,0.0254,1,50,93,39032,264782,"780.64",0.98,3.65,"Apr","Tue"
2022-04-26,"500k email",36453,13579,531,0.3725,0.0146,0.0391,1,54,87,22550,37411,"417.59",0.62,3.98,"Apr","Tue"
2022-04-26,"Other",12,3,3,0.25,0.25,1,0,0,0,0,0,"$NaN",0,0,"Apr","Tue"
2022-04-27,"500k email",48108,18467,448,0.3839,0.0093,0.0243,1,49,102,36599,75907,"746.92",0.76,2.65,"Apr","Wed"
2022-04-27,"Other",874761,210390,7200,0.2405,0.0082,0.0342,0,0,0,0,0,"$NaN",0,0,"Apr","Wed"
2022-04-27,"Other",44233,14871,652,0.3362,0.0147,0.0438,0,0,0,0,0,"$NaN",0,0,"Apr","Wed"
2022-04-28,"Weekly Newsletter",191377,39770,1299,0.2078,0.0068,0.0327,72,65,167,40777,94895,"627.34",0.21,1.63,"Apr","Thu"
2022-04-28,"Weekly Newsletter",191102,39481,1377,0.2066,0.0072,0.0349,72,89,194,53101,121066,"596.64",0.28,2.25,"Apr","Thu"
2022-04-28,"Weekly Newsletter",191236,39700,1262,0.2076,0.0066,0.0318,72,102,199,252922,390337,"2479.63",1.32,2.57,"Apr","Thu"
2022-04-28,"Weekly Newsletter",191917,39718,1360,0.207,0.0071,0.0342,72,85,156,44122,93395,"519.08",0.23,2.14,"Apr","Thu"
2022-04-29,"250k email",35241,14605,400,0.4144,0.0114,0.0274,1,53,59,18675,25596,"352.36",0.53,3.63,"Apr","Fri"
2022-05-02,"250k email",50318,18499,372,0.3676,0.0074,0.0201,1,21,23,17640,19815,"840.0",0.35,1.14,"May","Mon"
2022-05-02,"250k email",120820,35490,639,0.2937,0.0053,0.018,1,31,36,7775,8829,"250.81",0.06,0.87,"May","Mon"
2022-05-03,"500k email",49263,20776,449,0.4217,0.0091,0.0216,1,14,15,2950,4450,"210.71",0.06,0.67,"May","Tue"
2022-05-03,"250k email",68407,28196,1027,0.4122,0.015,0.0364,1,29,32,21000,22550,"724.14",0.31,1.03,"May","Tue"
2022-05-03,"250k email",49263,20776,449,0.4217,0.0091,0.0216,1,14,15,2950,4450,"210.71",0.06,0.67,"May","Tue"
2022-05-04,"500k email",559060,120884,2331,0.2162,0.0042,0.0193,1,24,31,23350,25700,"972.92",0.04,0.2,"May","Wed"
2022-05-04,"500k email",559060,120884,2331,0.2162,0.0042,0.0193,1,24,31,23350,25700,"972.92",0.04,0.2,"May","Wed"
2022-05-05,"Weekly Newsletter",387025,97743,2206,0.2525,0.0057,0.0226,18,74,118,33374,58528,"451.0",0.09,0.76,"May","Thu"
2022-05-05,"Weekly Newsletter",385789,96075,2006,0.249,0.0052,0.0209,18,74,131,30100,53356,"406.76",0.08,0.77,"May","Thu"
2022-05-06,"Themed Newsletter",4464,1629,52,0.3649,0.0116,0.0319,0,0,0,0,0,"$NaN",0,0,"May","Fri"
2022-05-09,"250k email",33912,11467,318,0.3381,0.0094,0.0277,1,7,7,5300,5300,"757.14",0.16,0.61,"May","Mon"
2022-05-10,"250k email",45791,11312,224,0.247,0.0049,0.0198,1,7,7,1800,1800,"257.14",0.04,0.62,"May","Tue"
2022-05-11,"500k email",31306,9461,329,0.3022,0.0105,0.0348,1,19,21,5400,5680,"284.21",0.17,2.01,"May","Wed"
2022-05-12,"Weekly Newsletter",778799,165320,3457,0.2123,0.0044,0.0209,0,0,0,0,0,"$NaN",0,0,"May","Thu"
2022-05-13,"Themed Newsletter",684628,167698,2587,0.2449,0.0038,0.0154,1,47,56,15578,34028,"331.45",0.02,0.28,"May","Fri"
2022-05-16,"500k email",38343,9374,266,0.2445,0.0069,0.0284,1,1,2,250,750,"250.0",0.01,0.11,"May","Mon"
2022-05-17,"250k email",23190,5931,147,0.2558,0.0063,0.0248,1,5,8,3000,6750,"600.0",0.13,0.84,"May","Tue"
2022-05-18,"250k email",35236,8811,342,0.2501,0.0097,0.0388,1,14,17,8100,9400,"578.57",0.23,1.59,"May","Wed"
2022-05-19,"Weekly Newsletter",762057,190896,4524,0.2505,0.0059,0.0237,13,107,181,93228,277304,"871.29",0.12,0.56,"May","Thu"
2022-05-20,"Other",814712,206219,5034,0.2531,0.0062,0.0244,0,0,0,0,0,"$NaN",0,0,"May","Fri"
2022-05-23,"250k email",17969,5648,109,0.3143,0.0061,0.0193,1,2,4,200,420,"100.0",0.01,0.35,"May","Mon"
2022-05-23,"500k email",38343,9824,286,0.2562,0.0075,0.0291,1,2,3,1250,1750,"625.0",0.03,0.2,"May","Mon"
2022-05-23,"250k email",10228,2868,103,0.2804,0.0101,0.0359,1,3,5,1500,16600,"500.0",0.15,1.05,"May","Mon"
2022-05-24,"250k email",23841,7505,208,0.3148,0.0087,0.0277,1,21,25,25490,26902,"1213.81",1.07,2.8,"May","Tue"
2022-05-24,"500k email",35236,9204,357,0.2612,0.0101,0.0388,1,14,21,8100,10900,"578.57",0.23,1.52,"May","Tue"
2022-05-24,"500k email",24694,8731,244,0.3536,0.0099,0.0279,1,20,37,9225,16126,"461.25",0.37,2.29,"May","Tue"
2022-05-25,"Other",818866,205476,4683,0.2509,0.0057,0.0228,0,0,0,0,0,"$NaN",0,0,"May","Wed"
2022-05-26,"Weekly Newsletter",393796,98588,2291,0.2504,0.0058,0.0232,18,47,109,24955,67975,"530.96",0.06,0.48,"May","Thu"
2022-05-26,"Weekly Newsletter",395126,92230,1951,0.2334,0.0049,0.0212,18,50,86,53321,70579,"1066.42",0.13,0.54,"May","Thu"
2022-05-27,"Themed Newsletter",681525,166185,3382,0.2438,0.005,0.0204,9,24,38,15553,21580,"648.04",0.02,0.14,"May","Fri"
2022-05-31,"250k email",24472,8332,268,0.3405,0.011,0.0322,1,10,11,2400,2889,"240.0",0.1,1.2,"May","Tue"
2022-05-31,"Other",44574,11625,321,0.2608,0.0072,0.0276,0,0,0,0,0,"$NaN",0,0,"May","Tue"
2022-06-01,"250k email",37134,8980,146,0.2418,0.0039,0.0163,1,9,10,2000,2100,"222.22",0.05,1,"Jun","Wed"
2022-06-01,"250k email",29245,8524,245,0.2915,0.0084,0.0287,1,20,25,23490,26240,"1174.5",0.8,2.35,"Jun","Wed"
2022-06-02,"Weekly Newsletter",791259,201583,5948,0.2548,0.0075,0.0295,15,141,220,58267,93165,"413.24",0.07,0.7,"Jun","Thu"
2022-06-03,"250k email",28952,9388,356,0.3243,0.0123,0.0379,1,37,43,50268,53568,"1358.59",1.74,3.94,"Jun","Fri"
2022-06-06,"250k email",23134,6812,121,0.2945,0.0052,0.0178,1,6,7,7000,7200,"1166.67",0.3,0.88,"Jun","Mon"
2022-06-07,"250k email",28328,8050,126,0.2842,0.0044,0.0157,1,1,2,100,1100,"100.0",0,0.12,"Jun","Tue"
2022-06-08,"250k email",28851,8254,181,0.2861,0.0063,0.0219,1,6,8,3750,54750,"625.0",0.13,0.73,"Jun","Wed"
2022-06-09,"Weekly Newsletter",815387,170356,3938,0.2089,0.0048,0.0231,20,88,186,36211,135843,"411.49",0.04,0.52,"Jun","Thu"
2022-06-10,"250k email",28619,8138,119,0.2844,0.0042,0.0146,1,4,5,1350,1600,"337.5",0.05,0.49,"Jun","Fri"
2022-06-13,"250k email",23301,8233,103,0.3533,0.0044,0.0125,1,5,5,950,950,"190.0",0.04,0.61,"Jun","Mon"
2022-06-14,"Other",694,462,92,0.6657,0.1326,0.1991,0,0,0,0,0,"$NaN",0,0,"Jun","Tue"
2022-06-14,"250k email",11526,3504,119,0.304,0.0103,0.034,1,3,3,1500,1500,"500.0",0.13,0.86,"Jun","Tue"
2022-06-14,"250k email",11659,3430,99,0.2942,0.0085,0.0289,1,4,6,700,1050,"175.0",0.06,1.17,"Jun","Tue"
2022-06-14,"250k email",27126,7399,239,0.2728,0.0088,0.0323,1,16,20,9200,19800,"575.0",0.34,2.16,"Jun","Tue"
2022-06-15,"250k email",23469,7130,312,0.3038,0.0133,0.0438,1,29,35,63389,65789,"2185.83",2.7,4.07,"Jun","Wed"
2022-06-15,"250k email",26340,4534,67,0.1721,0.0025,0.0148,1,2,2,600,600,"300.0",0.02,0.44,"Jun","Wed"
2022-06-16,"Weekly Newsletter",802252,199782,4279,0.249,0.0053,0.0214,21,97,184,65880,162739,"679.18",0.08,0.49,"Jun","Thu"
2022-06-20,"250k email",51933,12718,237,0.2449,0.0046,0.0186,1,0,0,0,0,"$NaN",0,0,"Jun","Mon"
2022-06-21,"250k email",32576,8971,174,0.2754,0.0053,0.0194,1,4,5,400,650,"100.0",0.01,0.45,"Jun","Tue"
2022-06-23,"Weekly Newsletter",804410,197231,4547,0.2452,0.0057,0.0231,23,98,204,78406,144561,"800.06",0.1,0.5,"Jun","Thu"
2022-06-27,"250k email",42163,11365,297,0.2695,0.007,0.0261,1,0,0,0,0,"$NaN",0,0,"Jun","Mon"
2022-06-28,"500k email",44543,12018,298,0.2698,0.0067,0.0248,1,26,37,24175,30530,"929.81",0.54,2.16,"Jun","Tue"
2022-06-29,"250k email",28769,5849,150,0.2033,0.0052,0.0256,1,2,3,750,1000,"375.0",0.03,0.34,"Jun","Wed"
2022-07-04,"Themed Newsletter",807704,207771,5659,0.2572,0.007,0.0272,5,90,115,30995,48295,"344.39",0.04,0.43,"Jul","Mon"
2022-07-06,"500k email",4089,1952,93,0.4774,0.0227,0.0476,1,11,11,8092,8092,"735.64",1.98,5.64,"Jul","Wed"
2022-07-07,"Weekly Newsletter",799196,169582,3170,0.2122,0.004,0.0187,19,39,127,53506,131926,"1371.95",0.07,0.23,"Jul","Thu"
2022-07-12,"250k email",52515,14850,922,0.2828,0.0176,0.0621,1,44,51,18594,25844,"422.59",0.35,2.96,"Jul","Tue"
2022-07-14,"Weekly Newsletter",412191,86158,1843,0.209,0.0045,0.0214,16,57,106,28550,63741,"500.88",0.07,0.66,"Jul","Thu"
2022-07-14,"Weekly Newsletter",412385,86346,1866,0.2094,0.0045,0.0216,16,73,116,51325,69672,"703.08",0.12,0.85,"Jul","Thu"
2022-07-18,"250k email",32024,10690,110,0.3338,0.0034,0.0103,1,0,0,0,0,"$NaN",0,0,"Jul","Mon"
